date,inflation_factor,growth_factor,monetary_policy_factor,market_volatility_factor
1991-09-01,0.3439311491821639,0.40081612525109106,5.45,16.57
1991-10-01,0.1866632337796048,0.3485448446185923,5.21,14.81
1991-11-01,0.2200449726951436,0.6314472997415388,4.81,15.6
1991-12-01,0.2500120198086319,0.9143497548644852,4.43,20.18
1992-01-01,0.1358847697152887,1.1972522099874316,4.03,18.95
1992-02-01,0.2538395223346867,1.1596025651601523,4.06,18.2
1992-03-01,0.2420497794480614,1.121952920332873,3.98,16.88
1992-04-01,0.2700598897520168,1.0843032755055937,3.73,16.48
1992-05-01,0.1330819563047702,1.0522389125364147,3.82,16.61
1992-06-01,0.1772067781592667,1.0201745495672359,3.76,14.43
1992-07-01,0.3300955539761618,0.9881101865980568,3.25,13.34
1992-08-01,0.1338076947295485,1.0063586575336607,3.3,13.83
1992-09-01,0.1634988759452227,1.0246071284692646,3.22,13.4
1992-10-01,0.3531461397203062,1.0428555994048685,3.1,16.31
1992-11-01,0.1970659075979597,0.7508849737166481,3.09,16.67
1992-12-01,0.1748251748251883,0.45891434802842757,2.92,12.8
1993-01-01,0.2430815258040342,0.166943722340207,3.02,13.36
1993-02-01,0.1507803270534236,0.3053527962030511,3.03,12.33
1993-03-01,0.2048766859644057,0.4437618700658952,3.07,13.6
1993-04-01,0.266414708570184,0.5821709439287392,2.96,13.02
1993-05-01,0.3089614261659434,0.5471655702110612,3.0,12.9
1993-06-01,0.0338810774182407,0.5121601964933831,3.04,13.67
1993-07-01,0.160110845970296,0.477154822775705,3.06,11.51
1993-08-01,0.1706143654221614,0.7714863161544387,3.03,11.47
1993-09-01,0.1043424888752531,1.0658178095331725,3.09,11.48
1993-10-01,0.3142340353781581,1.360149302911906,2.99,11.83
1993-11-01,0.1894778662347329,1.2302205313585057,3.02,11.78
1993-12-01,0.0228773620876365,1.1002917598051054,2.96,13.83
1994-01-01,0.0335457900033642,0.9703629882517052,3.05,12.57
1994-02-01,0.2316931894396745,1.0986362024495138,3.25,10.65
1994-03-01,0.2752600523146187,1.2269094166473224,3.34,15.83
1994-04-01,0.1182947358842501,1.355182630845131,3.56,23.87
1994-05-01,0.1454214951147614,1.0983166056743727,4.01,14.11
1994-06-01,0.2435298210585301,0.8414505805036147,4.25,12.72
1994-07-01,0.3153669724770491,0.5845845553328566,4.26,14.36
1994-08-01,0.2301409425249367,0.7715797555534643,4.47,11.17
1994-09-01,0.1110544166641691,0.9585749557740719,4.73,11.86
1994-10-01,0.1693949751154333,1.1455701559946796,4.76,15.44
1994-11-01,0.1900600110743555,0.8819736065104704,5.29,14.84
1994-12-01,0.0642289538149043,0.6183770570262611,5.45,16.69
1995-01-01,0.2030123449418441,0.3547805075420518,5.53,14.25
1995-02-01,0.1772759098425336,0.33596128706040823,5.92,11.73
1995-03-01,0.1843975849864731,0.3171420665787646,5.98,11.65
1995-04-01,0.2627282173073952,0.298322846097121,6.05,13.5
1995-05-01,0.1539668675144767,0.4824570648108928,6.01,12.14
1995-06-01,0.0975595334880452,0.6665912835246646,6.0,12.21
1995-07-01,0.1255223946719619,0.8507255022384363,5.85,11.57
1995-08-01,0.2153328810359456,0.793511018510166,5.74,13.56
1995-09-01,0.0691705421793198,0.7362965347818958,5.8,11.29
1995-10-01,0.2588425619530765,0.6790820510536255,5.76,13.95
1995-11-01,-0.0029337988294297,0.7024047415780185,5.8,13.41
1995-12-01,0.1921694611920488,0.7257274321024113,5.6,11.11
1996-01-01,0.2225475841874047,0.7490501226268043,5.56,12.19
1996-02-01,0.1577747910944893,1.055348115714964,5.22,12.65
1996-03-01,0.3019253208867978,1.3616461088031238,5.31,16.72
1996-04-01,0.2995622900519246,1.6679441018912833,5.22,17.9
1996-05-01,0.1725312803560807,1.4109739816378974,5.24,16.07
1996-06-01,-0.0014473455682395,1.1540038613845116,5.27,16.86
1996-07-01,0.2113155114269682,0.8970337411311258,5.4,13.78
1996-08-01,0.0953247541054747,0.9441456708184194,5.22,18.76
1996-09-01,0.2828160397096768,0.9912576005057129,5.3,18.47
1996-10-01,0.3021626210449213,1.0383695301930065,5.24,17.05
1996-11-01,0.1778823394396722,0.9073940863279174,5.31,17.89
1996-12-01,0.1159910071169889,0.7764186424628283,5.29,17.93
1997-01-01,0.1301599107474738,0.6454431985977394,5.25,21.14
1997-02-01,0.2085565316763071,0.9853680759171073,5.19,19.58
1997-03-01,0.1054867357557221,1.3252929532364752,5.39,20.89
1997-04-01,0.0982556069775819,1.665217830555843,5.51,20.84
1997-05-01,-0.0455230887415614,1.5263348787358726,5.5,19.87
1997-06-01,0.1280919985198414,1.387451926915902,5.56,20.85
1997-07-01,0.0596997953149935,1.2485689750959317,5.52,21.0
1997-08-01,0.0795522345654387,1.1169994076454692,5.54,22.29
1997-09-01,0.2413058907026366,0.9854298401950068,5.54,24.53
1997-10-01,0.1302747097139622,0.8538602727445443,5.5,22.32
1997-11-01,0.0056567485009484,0.9038245591904767,5.52,32.09
1997-12-01,-0.0212116069913448,0.9537888456364089,5.5,26.01
1998-01-01,0.0495042502935083,1.0037531320823412,5.56,23.42
1998-02-01,-0.0523071703234623,0.9777313813869926,5.51,21.36
1998-03-01,0.0155589187965876,0.9517096306916438,5.49,19.19
1998-04-01,0.1244519869891158,0.9256878799962952,5.45,23.37
1998-05-01,0.1370095200429411,1.0367720104545415,5.49,19.34
1998-06-01,-0.0846322025530699,1.1478561409127876,5.56,22.83
1998-07-01,0.2470530105174173,1.258940271371034,5.54,18.0
1998-08-01,0.1380087311646294,1.3756923712334057,5.55,25.98
1998-09-01,-0.0576587725713118,1.4924444710957774,5.51,36.48
1998-10-01,0.2195111655198589,1.609196570958149,5.07,43.48
1998-11-01,0.0042121224885116,1.385942296879339,4.83,27.26
1998-12-01,0.1010866818296651,1.1626880228005287,4.68,24.97
1999-01-01,0.1402563886784946,0.9394337487217186,4.63,26.17
1999-02-01,-0.056023978262687,0.9045367977706942,4.76,27.67
1999-03-01,0.0756747666694757,0.8696398468196698,4.81,28.37
1999-04-01,0.4831120820030232,0.8347428958686454,4.74,22.06
1999-05-01,0.0654988363504527,0.9984563404143554,4.74,24.15
1999-06-01,0.0306389616177238,1.1621697849600654,4.76,26.62
1999-07-01,0.2659204187898556,1.3258832295057754,4.99,19.69
1999-08-01,0.18190149548023,1.4308111818599774,5.07,25.59
1999-09-01,0.3589843100293866,1.5357391342141795,5.22,22.93
1999-10-01,0.1684919966301601,1.6406670865683814,5.2,24.93
1999-11-01,0.0896193246839205,1.2147091939543813,5.42,22.09
1999-12-01,0.2328016089484075,0.788751301340381,5.3,22.23
2000-01-01,0.2721163228563972,0.3627934087263806,5.45,24.21
2000-02-01,0.3152369073888827,0.8489582101960085,5.73,23.45
2000-03-01,0.4290144963178477,1.3351230116656363,5.85,21.64
2000-04-01,-0.0829875518672085,1.821287813135264,6.02,24.03
2000-05-01,0.0830564784052967,1.248169404208873,6.27,25.88
2000-06-01,0.3387524658186702,0.6750509952824817,6.53,22.36
2000-07-01,0.2508338530791354,0.1019325863560904,6.54,19.83
2000-08-01,-0.0067623311107767,0.26696798849794584,6.5,20.55
2000-09-01,0.4301133443341376,0.4320033906398013,6.52,17.53
2000-10-01,0.1360232721004051,0.5970387927816567,6.51,21.23
2000-11-01,0.1398733070622659,0.2887595926410487,6.51,24.28
2000-12-01,0.1531085055804126,-0.019519607499559277,6.4,27.48
2001-01-01,0.4841023990559412,-0.3277988076401672,5.98,29.99
2001-02-01,0.15480702503603,-0.010364895012167807,5.49,21.66
2001-03-01,0.0093273638204882,0.3070690176158316,5.31,28.08
2001-04-01,0.175871027912855,0.624502930243831,4.8,31.21
2001-05-01,0.2633433971298338,0.2827888883895291,4.21,24.2
2001-06-01,0.1764276712873824,-0.058925153464772784,3.97,21.59
2001-07-01,-0.0331046902725229,-0.4006391953190746,3.77,18.76
2001-08-01,-0.0119216351184836,-0.1755009809263574,3.65,20.56
2001-09-01,-0.3404695034709193,0.04963723346635979,3.07,25.85
2001-10-01,0.3522671381285924,0.2747754478590769,2.49,32.32
2001-11-01,-0.0675568272134774,0.46196985071685537,2.09,32.31
2001-12-01,-0.1033920547182654,0.6491642535746338,1.82,25.77
2002-01-01,0.0902299536907902,0.8363586564324121,1.73,22.71
2002-02-01,0.1683657912529446,0.7618079656235436,1.74,21.12
2002-03-01,0.271314751581575,0.6872572748146751,1.73,19.96
2002-04-01,0.4184100418409997,0.6127065840058066,1.75,18.73
2002-05-01,0.0657202944269075,0.5439748660155693,1.75,20.06
2002-06-01,0.12478654932353,0.47524314802533196,1.75,23.37
2002-07-01,0.2204001311905568,0.4065114300350947,1.73,27.11
2002-08-01,0.1963530689984782,0.3122093042073818,1.74,36.95
2002-09-01,0.1802908169264316,0.2179071783796689,1.75,39.97
2002-10-01,0.1825745621470753,0.123605052551956,1.75,34.12
2002-11-01,0.0989312818109766,0.2579506969696554,1.34,29.3
2002-12-01,0.0962326228591381,0.3922963413873548,1.24,27.46
2003-01-01,0.2988138389782957,0.5266419858050542,1.24,25.39
2003-02-01,0.4209790028626647,0.6463018814938678,1.26,31.02
2003-03-01,0.2566880788380743,0.7659617771826813,1.25,30.43
2003-04-01,-0.1698295271791439,0.885621672871495,1.26,28.36
2003-05-01,-0.1147010683953397,1.1448144342380173,1.26,21.59
2003-06-01,0.1083815028901646,1.4040071956045397,1.22,20.85
2003-07-01,0.2938598752384447,1.663199956971062,1.01,19.46
2003-08-01,0.3379767657037069,1.4957071040394787,1.03,20.75
2003-09-01,0.3125040023565839,1.3282142511078954,1.01,19.02
2003-10-01,0.0127676416889155,1.160721398176312,1.01,21.07
2003-11-01,0.1263835165256077,0.9626980834365195,1.0,16.55
2003-12-01,0.2205732354141121,0.764674768696727,0.98,16.77
2004-01-01,0.3867438458113437,0.5666514539569345,1.0,18.22
2004-02-01,0.2129034710869337,0.6360850772186621,1.01,17.11
2004-03-01,0.154280005564189,0.7055187004803898,1.0,14.44
2004-04-01,0.18560840414652,0.7749523237421174,1.0,16.65
2004-05-01,0.3251581680235871,0.8328328454257757,1.0,16.62
2004-06-01,0.2851615496708648,0.890713367109434,1.03,16.3
2004-07-01,0.0926958199195748,0.9485938887930924,1.26,15.2
2004-08-01,0.0513109317314297,0.9724653020690478,1.43,15.37
2004-09-01,0.1976334025467263,0.9963367153450031,1.61,14.91
2004-10-01,0.4294417257565186,1.0202081286209586,1.76,12.75
2004-11-01,0.3853420843277666,1.0499265371459139,1.93,16.27
2004-12-01,0.053245498897958,1.0796449456708694,2.16,12.97
2005-01-01,0.1311864952166397,1.1093633541958248,2.28,14.08
2005-02-01,0.2780970744187927,0.9037837210674601,2.5,12.03
2005-03-01,0.299511906522687,0.6982040879390954,2.63,12.04
2005-04-01,0.2801843317972174,0.4926244548107306,2.79,14.09
2005-05-01,0.0563704765756289,0.5896876480429173,3.0,15.12
2005-06-01,0.062462491885995,0.6867508412751041,3.04,12.36
2005-07-01,0.4235006119950979,0.7838140345072908,3.26,11.4
2005-08-01,0.4034322209492069,0.7077148695554388,3.5,12.08
2005-09-01,0.9650752030299748,0.6316157046035867,3.62,13.15
2005-10-01,0.1599095849564857,0.5555165396517348,3.78,12.46
2005-11-01,-0.2088710161454954,0.8188056159303143,4.0,14.85
2005-12-01,0.0,1.0820946922088939,4.16,11.24
2006-01-01,0.4847770386498418,1.3453837684874737,4.29,11.14
2006-02-01,0.0598558670720894,0.9831734334901625,4.49,12.36
2006-03-01,0.1938169984685878,0.6209630984928513,4.59,11.54
2006-04-01,0.4644997970052467,0.25875276349554,4.79,11.57
2006-05-01,0.2686159148986844,0.22248715087421397,4.94,12.54
2006-06-01,0.2465594291200856,0.18622153825288795,4.99,14.52
2006-07-01,0.3417327862455632,0.1499559256315619,5.24,13.05
2006-08-01,0.3146432864314485,0.3864538839583339,5.25,15.05
2006-09-01,-0.2619676945668114,0.6229518422851059,5.25,11.96
2006-10-01,-0.2355657110550968,0.8594498006118778,5.25,12.57
2006-11-01,0.0342376803381228,0.6732450893098004,5.25,11.51
2006-12-01,0.3552418831360482,0.487040378007723,5.24,11.66
2007-01-01,0.3339919089284215,0.3008356667056455,5.25,12.04
2007-02-01,0.3106099676496887,0.4044777638019766,5.26,10.31
2007-03-01,0.3657353851906464,0.5081198608983076,5.26,15.82
2007-04-01,0.2351735860479209,0.6117619579946387,5.25,14.53
2007-05-01,0.2903735365173743,0.5998499039835034,5.25,13.51
2007-06-01,0.2119380168160489,0.5879378499723679,5.25,12.78
2007-07-01,0.1525500121346557,0.5760257959612325,5.26,15.4
2007-08-01,0.0680813745514097,0.5934294412450303,5.02,23.67
2007-09-01,0.3851476014760102,0.6108330865288281,4.94,22.78
2007-10-01,0.3032600454889955,0.6282367318126258,4.76,17.84
2007-11-01,0.53024576834102,0.27656971424192545,4.49,23.21
2007-12-01,0.231257333591528,-0.07509730332877496,4.24,23.61
2008-01-01,0.2523186033824398,-0.4267643208994753,3.94,23.17
2008-02-01,0.1995329115933142,-0.08603345999533824,2.98,24.02
2008-03-01,0.2862573827249859,0.25469740090879883,2.61,26.28
2008-04-01,0.1850284876177665,0.5954282618129358,2.28,22.68
2008-05-01,0.4290588857982724,0.22186615770299528,1.98,18.88
2008-06-01,0.7254989908050957,-0.15169594640694528,2.0,19.83
2008-07-01,0.4653389292751608,-0.5252580505168858,2.01,23.65
2008-08-01,-0.080890908083564,-1.0798475654439623,2.0,22.57
2008-09-01,0.0831743778556548,-1.634437080371039,1.81,21.99
2008-10-01,-0.6604097643134965,-2.189026595298116,0.97,39.81
2008-11-01,-1.1801318445973763,-1.8376424960261781,0.39,53.68
2008-12-01,-0.55873488876097,-1.4862583967542404,0.16,68.51
2009-01-01,0.0113509954823065,-1.1348742974823025,0.15,39.19
2009-02-01,0.1793253734053701,-0.8161331818665705,0.22,45.52
2009-03-01,-0.1098950898420825,-0.4973920662508384,0.18,52.65
2009-04-01,0.1429073710714767,-0.1786509506351064,0.15,42.28
2009-05-01,0.1041961605980024,-0.0020365020317214544,0.18,35.3
2009-06-01,0.5939787525314877,0.17457794657166348,0.21,30.04
2009-07-01,0.0112470757603011,0.3511923951750484,0.16,26.22
2009-08-01,0.2901419221340129,0.5944328137228894,0.16,25.56
2009-09-01,0.1614711818793246,0.8376732322707303,0.15,29.15
2009-10-01,0.3795172629976306,1.0809136508185713,0.12,28.27
2009-11-01,0.2498243422593526,0.8821094174019143,0.12,29.78
2009-12-01,0.0578504121841794,0.6833051839852573,0.12,21.92
2010-01-01,0.2190373475355445,0.4845009505686004,0.11,20.04
2010-02-01,-0.0022188692642144,0.6455293398165344,0.13,22.59
2010-03-01,0.1409013246943313,0.8065577290644683,0.16,19.26
2010-04-01,0.0542870121093441,0.9675861183124024,0.2,17.47
2010-05-01,0.0321116155464373,0.9020857242240407,0.2,20.19
2010-06-01,-0.0420637819767755,0.8365853301356788,0.18,35.54
2010-07-01,0.0852703735285231,0.7710849360473171,0.18,32.86
2010-08-01,0.1372015313461094,0.6890933776405003,0.19,22.01
2010-09-01,0.0994453161256236,0.6071018192336833,0.19,23.89
2010-10-01,0.3190127163546385,0.5251102608268665,0.19,22.5
2010-11-01,0.1991615409161484,0.271005208181574,0.19,21.83
2010-12-01,0.2262194988030152,0.016900155536281436,0.18,21.36
2011-01-01,0.3002147521584897,-0.2372048971090112,0.17,17.61
2011-02-01,0.2785606606803492,0.06739083297521528,0.16,17.63
2011-03-01,0.4019739207163697,0.3719865630594418,0.14,21.01
2011-04-01,0.4242345333420161,0.6765822931436682,0.1,17.4
2011-05-01,0.3035967025724506,0.443617283456732,0.09,15.99
2011-06-01,-0.020465757556165,0.21065227376979578,0.09,18.3
2011-07-01,0.1702237688404384,-0.0223127359171404,0.07,15.87
2011-08-01,0.2355421233208199,0.35947452830790527,0.1,23.66
2011-09-01,0.1405639727027008,0.7412617925329509,0.08,31.82
2011-10-01,0.0021430025608726,1.1230490567579965,0.07,45.45
2011-11-01,0.2046523588595139,1.0282296444958854,0.08,34.77
2011-12-01,0.0577416595380686,0.9334102322337742,0.07,27.41
2012-01-01,0.3419753350289767,0.838590819971663,0.08,22.97
2012-02-01,0.2236564636717952,0.7078387953695456,0.1,18.55
2012-03-01,0.191277735271611,0.5770867707674283,0.13,17.26
2012-04-01,0.1315175427431869,0.4463347461653111,0.14,15.64
2012-05-01,-0.1122786204558856,0.34556582988451984,0.16,16.6
2012-06-01,-0.0509002990392581,0.2447969136037286,0.16,26.66
2012-07-01,0.0360727396184756,0.1440279973229374,0.16,16.8
2012-08-01,0.3362039708128428,0.13456551613541343,0.13,18.96
2012-09-01,0.3044236562549596,0.12510303494788946,0.14,17.98
2012-10-01,0.2961230016966576,0.1156405537603655,0.16,16.32
2012-11-01,-0.0682959631832402,0.4059472571281919,0.16,16.69
2012-12-01,-0.0157713781030244,0.6962539604960184,0.16,16.64
2013-01-01,0.190337981365829,0.9865606638638448,0.14,14.68
2013-02-01,0.3558121228024236,0.7469192208468719,0.15,12.9
2013-03-01,-0.1317798648733492,0.507277777829899,0.14,15.36
2013-04-01,-0.1015834450402097,0.2676363348129262,0.15,13.58
2013-05-01,0.0733821849021376,0.4622220795700811,0.11,14.49
2013-06-01,0.2220802212421935,0.6568078243272361,0.09,16.28
2013-07-01,0.1243820095533809,0.851393569084391,0.09,16.37
2013-08-01,0.148237848672128,0.8581762971986798,0.08,12.94
2013-09-01,0.0437800988179359,0.8649590253129688,0.08,16.61
2013-10-01,0.1323247478536293,0.8717417534272576,0.09,15.54
2013-11-01,0.1487986847444888,0.4661291738565813,0.08,13.28
2013-12-01,0.1745527086840059,0.060516594285905057,0.09,14.23
2014-01-01,0.2074387537079669,-0.3450959852847712,0.07,14.23
2014-02-01,0.0476121473078405,0.20055005288125066,0.07,21.44
2014-03-01,0.1603558866128729,0.7461960910472725,0.08,16.0
2014-04-01,0.1776584206992781,1.2918421292132942,0.09,13.1
2014-05-01,0.1649705630651698,1.2663585559144597,0.09,13.25
2014-06-01,0.1091129937105472,1.2408749826156251,0.1,11.58
2014-07-01,0.1418979363104533,1.2153914093167906,0.09,11.15
2014-08-01,-0.0123214670760152,0.9788386516152103,0.09,17.03
2014-09-01,0.0349151254377178,0.7422858939136301,0.09,12.25
2014-10-01,-0.0297701538808925,0.5057331362120498,0.09,16.71
2014-11-01,-0.0954982337961096,0.6373170833299394,0.09,14.73
2014-12-01,-0.1757613756668052,0.768901030447829,0.12,14.29
2015-01-01,-0.4798187808896292,0.9004849775657187,0.11,17.79
2015-02-01,0.1769197343100215,0.8067916806300998,0.11,19.43
2015-03-01,0.1890007745933397,0.7130983836944808,0.11,13.04
2015-04-01,0.0886524822695022,0.6194050867588619,0.12,15.11
2015-05-01,0.2399736337981739,0.5463517449235159,0.12,12.7
2015-06-01,0.1941907178891755,0.47329840308817006,0.13,13.97
2015-07-01,0.0912670741211707,0.4002450612528241,0.13,16.09
2015-08-01,0.0071717637416091,0.3283230829897639,0.14,12.56
2015-09-01,-0.1383026677047816,0.25640110472670374,0.14,31.4
2015-10-01,0.0,0.1844791264636436,0.12,22.55
2015-11-01,0.0625788647578229,0.316159219657434,0.12,14.15
2015-12-01,-0.0840697984375249,0.44783931285122436,0.24,14.67
2016-01-01,0.0410441635199321,0.5795194060450148,0.34,20.7
2016-02-01,-0.052309838352349,0.4933876268427155,0.38,19.98
2016-03-01,0.2339781415157338,0.4072558476404161,0.36,17.7
2016-04-01,0.3276238059647829,0.3211240684381167,0.37,13.1
2016-05-01,0.1632769687630819,0.45054613065162263,0.37,14.68
2016-06-01,0.1752366203783939,0.5799681928651286,0.38,14.2
2016-07-01,0.0172896008136191,0.7093902550786346,0.39,14.77
2016-08-01,0.1393097557503386,0.657693207635246,0.4,12.44
2016-09-01,0.1898881995146206,0.6059961601918573,0.4,13.48
2016-10-01,0.2047311130480622,0.5542991127484687,0.4,13.57
2016-11-01,0.0333778371161663,0.5318294785128981,0.41,18.56
2016-12-01,0.171889060777941,0.5093598442773276,0.54,14.07
2017-01-01,0.3835633030856655,0.4868902100417571,0.65,12.85
2017-02-01,0.1357452413751625,0.5112176607982095,0.66,11.81
2017-03-01,-0.0512120177534991,0.535545111554662,0.79,12.54
2017-04-01,0.1908876274677284,0.5598725623111145,0.9,12.38
2017-05-01,-0.0431185760842223,0.6360897517256436,0.91,10.11
2017-06-01,0.0842679721514416,0.7123069411401728,1.04,9.89
2017-07-01,0.0370867830723709,0.7885241305547019,1.15,11.22
2017-08-01,0.2244421510375405,0.9013649626262277,1.16,10.09
2017-09-01,0.3728993171843608,1.0142057946977534,1.15,10.13
2017-10-01,0.1304780876494105,1.1270466267692791,1.15,9.45
2017-11-01,0.1432393987923941,1.0225010184522636,1.16,10.2
2017-12-01,0.1450211075242125,0.917955410135248,1.3,11.43
2018-01-01,0.3749218912726615,0.8134098018182323,1.41,9.77
2018-02-01,0.2144289963339485,0.7192149148831447,1.42,13.47
2018-03-01,0.1064920722568363,0.625020027948057,1.51,22.47
2018-04-01,0.2383672826129723,0.5308251410129694,1.69,23.62
2018-05-01,0.1719631311046798,0.5617825691124567,1.7,15.49
2018-06-01,0.0863244425697074,0.592739997211944,1.82,13.46
2018-07-01,0.1058522576914411,0.6236974253114314,1.91,15.6
2018-08-01,0.0695144756552412,0.4630130232461912,1.91,13.15
2018-09-01,0.2054633688165497,0.302328621180951,1.95,13.16
2018-10-01,0.1728211837762838,0.1416442191157108,2.19,12.0
2018-11-01,0.0341147229397043,0.30253550689267605,2.2,19.34
2018-12-01,0.0691805514956511,0.4634267946696413,2.27,16.44
2019-01-01,-0.0516061187330163,0.6243180824466066,2.4,23.22
2019-02-01,0.1831501831501825,0.6945940018672511,2.4,16.14
2019-03-01,0.2265743513944595,0.7648699212878954,2.41,13.57
2019-04-01,0.2823351347155833,0.8351458407085399,2.42,13.4
2019-05-01,0.0725619195046434,0.946764512669381,2.39,14.8
2019-06-01,0.0473727461690831,1.058383184630222,2.38,18.86
2019-07-01,0.1333539484364765,1.170001856591063,2.4,14.06
2019-08-01,0.0463222095693938,1.0072938609154332,2.13,17.87
2019-09-01,0.0607697501687987,0.8445858652398035,2.04,19.66
2019-10-01,0.1773784620130447,0.6818778695641736,1.83,18.56
2019-11-01,0.1029667908041931,0.01581135569402492,1.55,12.3
2019-12-01,0.2720526032454096,-0.6502551581761238,1.55,14.91
2020-01-01,0.175443642325046,-1.3163216720462725,1.55,12.47
2020-02-01,0.0794334386065687,-3.5031426132679773,1.58,17.97
2020-03-01,-0.2887934744149945,-5.689963554489681,0.65,33.42
2020-04-01,-0.415264071505983,-7.876784495711386,0.05,57.06
2020-05-01,0.1001560122498412,-2.6637632721831395,0.05,37.19
2020-06-01,0.3155606011044698,2.5492579513451075,0.08,28.23
2020-07-01,0.2953869761197047,7.762279174873354,0.09,28.62
2020-08-01,0.2792174262273184,5.552691153392201,0.1,24.28
2020-09-01,0.1783160102984515,3.3431031319110476,0.09,26.12
2020-10-01,0.0894752372521567,1.1335151104298946,0.09,26.7
2020-11-01,0.1017584236003399,1.220948893883585,0.09,37.13
2020-12-01,0.4189705295559509,1.3083826773372758,0.09,20.77
2021-01-01,0.423845069489781,1.3958164607909662,0.09,26.97
2021-02-01,0.3325576794445339,1.4978414002365215,0.08,30.24
2021-03-01,0.5201877934272403,1.5998663396820767,0.07,23.35
2021-04-01,0.526836923421814,1.701891279127632,0.07,17.33
2021-05-01,0.5175714099871831,1.409611809310903,0.06,18.31
2021-06-01,0.5407903859486973,1.1173323394941739,0.08,17.9
2021-07-01,0.4560500183891092,0.8250528696774451,0.1,15.48
2021-08-01,0.3825876839715914,1.1219536340589957,0.09,19.46
2021-09-01,0.3282455276546914,1.4188543984405464,0.08,16.11
2021-10-01,0.6616136830434272,1.7157551628220968,0.08,21.15
2021-11-01,0.666293494158654,1.058903899503557,0.08,16.41
2021-12-01,0.6197309417040442,0.40205263618501674,0.08,31.12
2022-01-01,0.547280976192388,-0.2547986271335234,0.08,16.6
2022-02-01,0.5903993617304204,-0.1176834173651331,0.08,21.96
2022-03-01,0.8795198773254853,0.01943179240325721,0.2,33.32
2022-04-01,0.2996444452209701,0.1565470021716475,0.33,19.63
2022-05-01,0.6210152248893985,0.3449978529601901,0.77,32.34
2022-06-01,0.9634278294741394,0.5334487037487327,1.21,25.69
2022-07-01,-0.0060014746480652,0.7218995545372753,1.68,26.7
2022-08-01,0.2786566178803351,0.7113464992547133,2.33,22.84
2022-09-01,0.3548342966585682,0.7007934439721512,2.56,25.56
2022-10-01,0.4668955704560718,0.6902403886895891,3.08,30.1
2022-11-01,0.2586521256116469,0.7014438912812911,3.78,25.81
2022-12-01,0.1353363107321703,0.712647393872993,4.1,19.84
2023-01-01,0.5355453439654045,0.723850896464695,4.33,22.9
2023-02-01,0.2949133744475585,0.6918579172165096,4.57,17.87
2023-03-01,0.1415777965803499,0.6598649379683241,4.65,20.58
2023-04-01,0.3454968294600791,0.6278719587201387,4.83,18.55
2023-05-01,0.1659010762728119,0.803116651998644,5.06,16.08
2023-06-01,0.2655014565126734,0.9783613452771494,5.08,15.65
2023-07-01,0.1145522914608676,1.1536060385556546,5.12,13.57
2023-08-01,0.3009775551999549,1.0504230745578564,5.33,13.93
2023-09-01,0.3711664048937635,0.9472401105600584,5.33,13.09
2023-10-01,0.0535336314744894,0.8440571465622604,5.33,17.61
2023-11-01,0.0074083829969318,0.6326585453000725,5.33,16.87
2023-12-01,0.1374564789740961,0.42125994403788464,5.33,12.63
2024-01-01,0.4685188229492043,0.2098613427756968,5.33,13.2
2024-02-01,0.3010717499795534,0.4350696596919482,5.33,13.88
